OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,FCODE,ADDDATE,MODDATE
543,BS1763,8504,Yes,Dunbrack St After Willett St (8504),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
544,BS1978,6607,Yes,Dunbrack St After Farnham Gate Rd (6607),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
545,BS2077,6601,Yes,Dunbrack St After Ross St (6601),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
546,BS2078,6602,Yes,Dunbrack St After Willett St (6602),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
547,BS2763,2010,Yes,Charles Rd At Civic 119 (2010),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
548,BS2764,2011,Yes,Charles Rd At Civic 193 (2011),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
549,BS2765,2012,Yes,Charles Rd Before Dixon Ct (2012),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
550,BS2766,2013,Yes,Charles Rd At Charles Rd Park (2013),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
551,BS2767,2001,Yes,Wentworth Dr After Dunbrack St (2001),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
552,BS2768,2002,Yes,Wentworth Dr Before Eliza Ritchie Cr (2002),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
553,BS2769,2007,Yes,Ruth Goldbloom Dr Before Dunbrack St (2007),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
554,BS2770,2003,Yes,Wentworth Dr After Eliza Ritchie Cr (2003),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
555,BS2771,2008,Yes,Ruth Goldbloom Dr After Dunbrack St (2008),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
556,BS2772,2000,Yes,Wentworth Dr Before Dunbrack St (2000),Conventional Transit Bus Stop,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
557,BS1794,6645,Yes,Farnham Gate Rd After Dunbrack St (6645),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
558,BS1267,8657,Yes,Finnian Row Before Lamont Terr (8657),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
559,BS2030,6689,Yes,First Lake Dr Before Crimson Dr (6689),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
560,BS187,6695,Yes,First Lake Dr After Lakehead Ct (6695),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
561,BS191,6699,Yes,Flamingo Dr After Nightingale Dr (6699),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
562,BS157,8285,Yes,Sinclair St After Prince Albert Rd (8285),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
563,BS1504,8067,Yes,Sinclair St Before Prince Albert Rd (8067),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
564,BS159,8287,Yes,Somerset St Before Centre St (8287),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
565,BS160,8288,Yes,Somerset St Before Glenwood Ave (8288),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
566,BS161,8289,Yes,Somerset St Before Glenwood Ave (8289),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
567,BS162,8290,Yes,Somerset St Before Penhorn Dr (8290),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
568,BS259,8320,Yes,Spikenard St After Farquharson St (8320),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
569,BS1531,8323,Yes,Spikenard St Before Louisburg Ln (8323),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
570,BS1482,6050,Yes,Astral Dr Before Caldwell Rd (6050),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
571,BS2324,6501,Yes,Cornwallis St After Brunswick St (6501),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
572,BS2329,6507,Yes,Cornwallis St Before Brunswick St (6507),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
573,BS1814,8655,Yes,Countryview Dr After McClure Cl (8655),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
574,BS1813,8654,Yes,Countryview Dr Before Ferindonald Cl (8654),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
575,BS1666,8674,Yes,Cow Bay Rd Before Caldwell Rd (8674),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
576,BS1776,8668,Yes,Cow Bay Rd After Forestgate Dr (8668),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
577,BS1775,8667,Yes,Cow Bay Rd After Heritage Hills Dr (8667),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
578,BS2334,6512,Yes,Cow Bay Rd Before Garrison Dr (6512),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
579,BS2337,6515,Yes,Cowie Hill Rd After Limerick Rd (6515),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
580,BS1949,6522,Yes,Cranberry Cr After Orquel Cr (6522),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
581,BS1916,8868,Yes,Cranberry Cr Before Mt Edward Rd (8868),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
582,BS196,6704,Yes,Flamingo Dr Before Skylark St (6704),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
583,BS199,6707,Yes,Flying Cloud Dr After Havelock Cr (6707),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
584,BS202,6710,Yes,Flying Cloud Dr Before Forest Hills Pky (6710),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
585,BS499,6726,Yes,Gaston Rd After Dominion Ct (6726),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
586,BS212,6723,Yes,Gaston Rd After Macrae Ave (6723),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
587,BS508,6735,Yes,Glen Manor Dr Before Crichton Ave (6735),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
588,BS511,6738,Yes,Glendale Dr After Chandler Dr (6738),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
589,BS169,6795,Yes,Greystone Dr Opposite Cranberry Ct (6795),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
590,BS1583,6798,Yes,Greystone Dr After Cobalt Walk (6798),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
591,BS1584,6799,Yes,Greystone Dr At Cranberry Ct (6799),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
592,BS1522,6818,Yes,Hammonds Plains Rd Before Brookshire Ct (6818),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
593,BS1589,6804,Yes,Hammonds Plains Rd After Basinview Dr (6804),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
594,BS1045,9057,Yes,Hammonds Plains Rd Before Killarney Dr (9057),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
595,BS456,6157,Yes,St Margarets Bay Rd Before Sheppards Run (6157),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
596,BS1960,6534,Yes,Crichton Ave After Boathouse Ln (6534),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
597,BS1962,6536,Yes,Crichton Ave Before Hawthorne St (6536),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
598,BS1964,6538,Yes,Crichton Ave After Ochterloney St (6538),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
599,BS1954,6527,Yes,Crichton Ave After Dahlia St (6527),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
600,BS1959,6532,Yes,Crichton Ave After Hillside Ave (6532),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
601,BS1955,6528,Yes,Crichton Ave Opposite Boathouse Ln (6528),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
602,BS671,8263,Yes,Sea King Dr After Lancaster Dr (8263),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
603,BS1266,8266,Yes,Sea King Dr Before Ernest Ave (8266),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
604,BS1115,8270,Yes,Shore Rd After Oceanlea Dr (8270),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
605,BS148,8276,Yes,Shore Rd After Normans Ln (8276),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
606,BS149,8277,Yes,Shore Rd Before Normans Ln (8277),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
607,BS147,8275,Yes,Shore Rd Before Francis Dr (8275),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
608,BS1081,8894,Yes,Shubie Dr Before Kiltearn Row (8894),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
609,BS245,8306,Yes,South Park St After Fenwick St (8306),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-07-05T00:00:00.000Z
610,BS246,8307,Yes,South Park St After South St (8307),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
611,BS248,8309,Yes,South Park St After Morris St (8309),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
612,BS251,8312,Yes,South Park St Before Spring Garden Rd (8312),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
613,BS253,8314,Yes,South Park St Before Victoria Rd (8314),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-07-09T00:00:00.000Z
614,BS247,8308,Yes,South Park St After Spring Garden Rd (8308),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
615,BS249,8310,Yes,South Park St Before Inglis St (8310),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
616,BS250,8311,Yes,South Park St Before South St (8311),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
617,BS1979,6608,Yes,Old Sambro Rd Before Schnare St (6608),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
618,BS1109,7397,Yes,Osborne St At Civic 7 (7397),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
619,BS1110,7398,Yes,Otago Dr Before Poplar Dr (7398),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
620,BS854,7399,Yes,Otago Dr After Poplar Dr (7399),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
621,BS579,7441,Yes,Peddars Way Before 2nd Bow St (7441),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
622,BS2403,7443,Yes,Peddars Way After Bow St (7443),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
623,BS2408,7448,Yes,Pettipas Dr Before Mosher Dr (7448),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
624,BS2420,7460,Yes,Plaza Dr Opposite Eljay Dr (7460),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
625,BS2294,7483,Yes,Main Rd After Monster Ln (7483),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
626,BS2297,7486,Yes,Main Rd Before Bonaventure St (7486),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
627,BS2300,7490,Yes,Main Rd Before Hines Rd (7490),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
628,BS2301,7491,Yes,Main Rd Before Howard Ave (7491),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
629,BS2304,7494,Yes,Main Rd After Morris Ave (7494),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
630,BS1885,7500,Yes,Main Rd At Civic 1350 (7500),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
631,BS1887,8001,Yes,Main Rd After Corsair Dr (8001),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
632,BS2510,7471,Yes,Main Rd Opposite Harvard Dr (7471),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
633,BS1888,8002,Yes,Main Rd After Labrador Ave (8002),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
634,BS1185,8015,Yes,Main Rd Opposite Civic 1341  (8015),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
635,BS2429,7469,Yes,Pleasant St After Civic 600 (7469),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
636,BS2430,7470,Yes,Pleasant St Before Mawiomi Pl (7470),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
637,BS334,7353,Yes,North St Before Clifton St (7353),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
638,BS364,7356,Yes,North St Before Oxford St (7356),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
639,BS140,7358,Yes,North St Before Windsor St (7358),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
640,BS1097,7385,Yes,Ochterloney St Before Pine St (7385),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
641,BS1098,7386,Yes,Ochterloney St After Irishtown Rd (7386),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
642,BS1100,7388,Yes,Ochterloney St Before King St (7388),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
643,BS1310,8804,Yes,Walter Havill Dr Before Ridgepark Ln (8804),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
644,BS1288,8809,Yes,Walter Havill Dr After North West Arm Dr (8809),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
645,BS1284,8806,Yes,Walter Havill Dr After 2nd Stone Gate Dr (8806),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
646,BS1312,8811,Yes,Walter Havill Dr After 2nd Ridgepark Ln (8811),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
647,BS2132,9023,Yes,Bedford Hwy Opposite Moirs Mill Rd (9023),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
648,BS763,6227,Yes,Bedford Hwy Opposite Spring St (6227),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
649,BS543,6367,Yes,Caledonia Rd Before Dumbarton Ave (6367),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
650,BS537,6362,Yes,Caledonia Rd Before Gourok Ave (6362),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
651,BS2090,6371,Yes,Caledonia Rd Before Kennedy Dr (6371),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
652,BS2087,6368,Yes,Caledonia Rd Before Main St (6368),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
653,BS542,6366,Yes,Caledonia Rd Before Roleika Dr (6366),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
654,BS84,7328,Yes,Sackville Dr Opposite Pinehill Dr (7328),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
655,BS318,7337,Yes,Sackville Dr Before Riverside Dr (7337),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
656,BS1132,8342,Yes,Springfield Ave After Elcona Ave (8342),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
657,BS1135,8345,Yes,Springvale Ave After Joseph Howe Dr (8345),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
658,BS1136,8346,Yes,Springvale Ave Before Arlington Ave (8346),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
659,BS1137,8347,Yes,Springvale Ave After Winter St (8347),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
660,BS1133,8343,Yes,Springvale Ave Before Winter St (8343),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
661,BS1138,8348,Yes,Springvale Ave Before Winter St (8348),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
662,BS1759,8500,Yes,Willett St Before Frederick Ave (8500),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
663,BS2136,8518,Yes,Windmill Rd At Civic 520 (8518),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
664,BS227,7145,Yes,Windmill Rd Before Mott St (7145),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
665,BS2655,7196,Yes,Windmill Rd Before Wyse Rd (7196),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
666,BS168,7129,Yes,Windmill Rd After Mott St (7129),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
667,BS226,8127,Yes,Windmill Rd After Lyle St (8127),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-04-18T00:00:00.000Z
668,BS1277,8533,Yes,Windmill Rd After Akerley Blvd (8533),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
669,BS1597,8535,Yes,Windmill Rd After Civic 520 (8535),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
670,BS167,7128,Yes,Windmill Rd After Wyse Rd (7128),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
671,BS1158,8575,Yes,Windward Ave After Lea St (8575),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
672,BS1159,8576,Yes,Windward Ave Before Lucien Dr (8576),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
673,BS1160,8577,Yes,Winter St Before Piers Ave (8577),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
674,BS47,7318,Yes,Sackville Dr At Civic 791 (7318),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
675,BS313,7332,Yes,Sackville Dr At Civic 1000 (7332),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
676,BS1777,8669,Yes,Samuel Danial Dr After Cow Bay Rd (8669),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
677,BS1663,8671,Yes,Melrose Cr At Civic 180 (8671),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
678,BS670,8262,Yes,Scot St Before Desmond Ave (8262),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
679,BS1409,8616,Yes,Wyse Rd Before Boland Rd (8616),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
680,BS1410,8617,Yes,Wyse Rd Before Jamieson St (8617),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
681,BS1415,8622,Yes,Wyse Rd Before Howe St (8622),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
682,BS1397,8633,Yes,Young St Before Monaghan Dr (8633),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
683,BS1398,8634,Yes,Young St Before Windsor St (8634),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
684,BS1237,8695,No,Silver Dart Dr At Halifax Airport (8695),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-07-09T00:00:00.000Z
685,BS1372,8890,Yes,Acadia St Before Pleasant St (8890),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
686,BS842,6001,Yes,Akerley Blvd At Civic 75 (6001),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
687,BS725,6022,Yes,Albro Lake Rd After Catherine St (6022),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
688,BS727,6024,Yes,Albro Lake Rd Opposite Sheridan St (6024),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
689,BS731,6028,Yes,Alderney Dr Before Prince St (6028),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
690,BS728,6025,Yes,Alderney Dr Opposite Church St (6025),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
691,BS729,6026,Yes,Alderney Dr After Church St (6026),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
692,BS732,6029,Yes,Alderney Dr Before Prince St (6029),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
693,BS1162,8579,Yes,Withrod Dr After Sullivan Terr (8579),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
694,BS1168,8585,Yes,Woodland Ave After Slayter St (8585),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
695,BS289,8599,Yes,Woodlawn Rd After Shawinigan Rd (8599),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
696,BS1074,8867,Yes,Wright Ave After Joseph Zatzman Dr (8867),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
697,BS1404,8610,Yes,Wright Ave Before Fielding Ave (8610),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
698,BS2060,6419,Yes,Cherry Brook Rd Before Main St (6419),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
699,BS1853,6441,Yes,Cobequid Rd Before Maple Grove Dr (6441),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
700,BS2071,6430,Yes,Cobequid Rd After McIntyre Ln (6430),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
701,BS1854,6442,Yes,Cobequid Rd Before Hillside Ave (6442),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
702,BS1855,6443,Yes,Cobequid Rd Before Judy Anne Ct (6443),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
703,BS2070,6429,Yes,Cobequid Rd Opposite Nelson Dr (6429),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
704,BS1562,6454,Yes,Coburg Rd Before Henry St (6454),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
705,BS1861,6449,Yes,Coburg Rd Before Lemarchant St (6449),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
706,BS1569,6461,Yes,Cogswell St After North Park St (6461),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
707,BS1574,6466,Yes,Colby Dr After Delta Dr (6466),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
708,BS268,6128,Yes,Colby Dr Before Avondale Rd (6128),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
709,BS1577,6469,Yes,Colby Dr Before Boling Green Cr (6469),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
710,BS170,6471,Yes,Colby Dr Before Crestwood Dr (6471),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
711,BS171,6472,Yes,Colby Dr Before Deerbrooke Dr (6472),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
712,BS1472,6040,Yes,Arklow Dr Before 2nd Fieldwood Cir (6040),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
713,BS1477,6045,Yes,Arklow Dr After Dalkeith Dr (6045),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
714,BS1485,6053,Yes,Astral Dr After Brookfield Ave (6053),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
