OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,FCODE,ADDDATE,MODDATE
1418,BS478,7099,Yes,Lake Loon Rd After Montague Rd (7099),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1419,BS480,7101,Yes,Lake Loon Rd After Sparks Rd (7101),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1420,BS479,7100,Yes,Lake Loon Rd Before Maclaughlin Rd (7100),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1421,BS1009,7126,Yes,Leaman Dr After Ambercrest Pl (7126),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1422,BS1378,8881,Yes,Larry Uteck Blvd At Civic 290 (8881),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1423,BS1024,7144,Yes,Lemarchant St Before University Ave (7144),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1424,BS1560,7148,Yes,Lucien Dr After Whynette Pl (7148),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1425,BS1460,7169,Yes,Main Ave Before Fairview Overpass (7169),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1426,BS584,7171,Yes,Main Ave Before Homeward Ave (7171),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1427,BS585,7172,Yes,Main Ave Before Willett St (7172),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1428,BS2196,8116,Yes,Purcells Cove Rd Before Westgate Dr (8116),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1429,BS970,8098,Yes,Purcells Cove Rd At Civic 1162 (8098),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1430,BS639,8122,Yes,Purcells Cove Rd After Sailboat Ln (8122),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1431,BS642,8125,Yes,Purcells Cove Rd Opposite Civic 2372 (8125),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1432,BS643,8126,Yes,Quarry Rd Before St Margarets Bay Rd (8126),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1433,BS697,8365,Yes,Summer St After Veterans Memorial Ln (8365),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1434,BS2654,7105,Yes,Lake Major Rd Before Old German Rd (7105),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-05-09T00:00:00.000Z
1435,BS1202,7119,Yes,Lakelands Blvd After St Margarets Bay Rd (7119),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1436,BS1203,7120,Yes,Lakelands Blvd Before St Margarets Bay Rd (7120),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1437,BS1204,7121,Yes,Lancaster Dr Before Dragonfly Ln (7121),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1438,BS2130,9020,Yes,Lancaster Dr Before St Pauls Ave (9020),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-27T00:00:00.000Z
1439,BS1205,7122,Yes,Lancaster Dr After Ketch Harbour Rd (7122),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1440,BS1025,7146,Yes,Lexington Ave At Walnut Hall (7146),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1441,BS1251,8638,Yes,MacDonald Bridge Exit Ramp (8638),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-19T00:00:00.000Z
1442,BS1592,7158,Yes,Main Ave After Willett St (7158),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1443,BS590,7177,Yes,Manor Dr Before Peddars Way (7177),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1444,BS298,7195,Yes,Meadowbrook Dr After Douglas Dr (7195),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1445,BS1662,8670,Yes,Samuel Danial Dr Before Melrose Cr (8670),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1446,BS299,7198,Yes,Merrimac Dr After Forest Hills Pkwy (7198),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1447,BS2433,7201,Yes,Merrimac Dr Before Arklow Dr (7201),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1448,BS2435,7203,Yes,Merrimac Dr After Arklow Dr (7203),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1449,BS2442,7210,Yes,Micmac Blvd At Civic 10 (7210),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1450,BS2441,7209,Yes,Micmac Blvd After Brookdale Cr (7209),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1451,BS2641,9005,Yes,Millwood Dr At Millwood High School (9005),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1452,BS489,7225,Yes,Millwood Dr After 2nd Highrigger Cr (7225),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1453,BS490,7226,Yes,Millwood Dr After Kindling Cr (7226),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1454,BS905,8410,Yes,University Ave Before Summer St (8410),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1455,BS797,8416,Yes,Valleyfield Rd After Oakwood Ave (8416),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1456,BS1208,7034,Yes,Valleyfield Rd After Woodlawn Rd (7034),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1457,BS2391,6263,Yes,Bedford Hwy Before River Ln (6263),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1458,BS775,6240,Yes,Bedford Hwy Before Holland Ave (6240),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1459,BS2393,6265,Yes,Bedford Hwy After Valley Rd (6265),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1460,BS2344,6279,Yes,Bedford Hwy After Torrington Dr (6279),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1461,BS771,6236,Yes,Bedford Hwy Before Dartmouth Rd (6236),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1462,BS2379,6251,Yes,Bedford Hwy After Flamingo Dr (6251),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1463,BS2383,6255,Yes,Bedford Hwy Before Hammonds Plains Rd (6255),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1464,BS907,6913,Yes,Herring Cove Rd After Barry Cr (6913),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
1465,BS2248,6851,Yes,Herring Cove Rd After Bronson Ave (6851),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1466,BS2252,6855,Yes,Herring Cove Rd Before Princeton Ave (6855),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-03-04T00:00:00.000Z
1467,BS2453,6859,Yes,Herring Cove Rd After Fotherby Ave (6859),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1468,BS2459,6865,Yes,Herring Cove Rd After Sarah Dr (6865),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
1469,BS1518,6814,Yes,Hammonds Plains Rd After Rockcliffe Cr (6814),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1470,BS261,7211,Yes,Micmac Blvd Before Horizon Ct (7211),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1471,BS386,7241,Yes,Milsom Ave Before Arlington Ave (7241),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1472,BS387,7242,Yes,Montague Rd After Main St (7242),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1473,BS389,7244,Yes,Montague Rd After Lake Loon Cr (7244),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1474,BS1382,8885,Yes,Morris St After Barrington St (8885),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1475,BS393,7248,Yes,Mosher Dr After Pettipas Dr (7248),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1476,BS394,7249,Yes,Mosher Dr Before Akerley Blvd (7249),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1477,BS395,7250,Yes,Mosher Dr Before Gurholt Dr (7250),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1478,BS2275,7268,Yes,Mt Edward Rd After Spring Ave (7268),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1479,BS398,7253,Yes,Mountain Rd After Civic 17 (7253),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1480,BS88,7274,Yes,Mumford Rd Before Leppert St (7274),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1481,BS96,7283,Yes,Mumford Rd Opposite St Agnes School (7283),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1482,BS91,7277,Yes,Mumford Rd After Olivet St (7277),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1483,BS99,7286,Yes,Nappan Dr Opposite Newcombe Dr (7286),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1484,BS320,7339,Yes,Nordic Cr After Stokil Dr (7339),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1485,BS321,7340,Yes,Nordic Cr Before Stokil Dr (7340),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1486,BS322,7341,Yes,North St Before Robie St (7341),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1487,BS332,7351,Yes,North St Before Brunswick St (7351),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1488,BS333,7352,Yes,North St Before Clifton St (7352),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1489,BS326,7345,Yes,North St Before Dublin St (7345),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1490,BS335,7354,Yes,North St Before Maynard St (7354),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1491,BS328,7347,Yes,North St Before Gottingen St (7347),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1492,BS336,7355,Yes,North St Before Oxford St (7355),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1493,BS323,7342,Yes,North St Before Robie St (7342),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1494,BS365,7357,Yes,North St Before Windsor St (7357),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1495,BS330,7349,Yes,North St Before Agricola St (7349),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1496,BS325,7344,Yes,North St Before Dublin St (7344),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1497,BS327,7346,Yes,North St After Gottingen St (7346),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1498,BS939,8146,Yes,Quinpool Rd Before Poplar St (8146),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1499,BS2685,8261,Yes,Quinpool Rd Before Windsor St (8261),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1500,BS1209,7035,Yes,Valleyfield Rd Before Hilton Dr (7035),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1501,BS1210,7036,Yes,Valleyfield Rd Before Langley Ave (7036),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1502,BS799,8418,Yes,Victoria Rd After Albro Lake Rd (8418),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1503,BS800,8419,Yes,Victoria Rd After Boland Rd (8419),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1504,BS801,8420,Yes,Victoria Rd Before Chappell St (8420),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1505,BS805,8425,Yes,Victoria Rd After Symonds St (8425),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1506,BS806,8426,Yes,Victoria Rd Before Primrose St (8426),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1507,BS1917,8429,Yes,Victoria Rd After Nantucket Ave (8429),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1508,BS1289,8810,Yes,Walter Havill Dr After 1st Ridgepark Ln (8810),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1509,BS1308,8802,Yes,Walter Havill Dr After Osborne St (8802),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1510,BS1309,8803,Yes,Walter Havill Dr After Ridgestone Ct (8803),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1511,BS1520,6816,Yes,Hammonds Plains Rd After St George Blvd (6816),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1512,BS1519,6815,Yes,Hammonds Plains Rd After Stillwater Lake Dr (6815),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1513,BS1586,6801,Yes,Hammonds Plains Rd Before 2nd Yankeetown Rd (6801),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1514,BS2227,6827,Yes,Hammonds Plains Rd Opposite Nottingham Dr (6827),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1515,BS1178,6289,Yes,Bedford Hwy Before Bayview Rd (6289),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1516,BS757,6221,Yes,Bedford Hwy Opposite Fern Ave (6221),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1517,BS2349,6284,Yes,Bedford Hwy Opposite Glenmont Ave (6284),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1518,BS756,6220,Yes,Bedford Hwy After Larry Uteck Blvd (6220),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1519,BS759,6223,Yes,Bedford Hwy Opposite Lodge Dr (6223),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1520,BS2352,6287,Yes,Bedford Hwy After Charlotte Ln (6287),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1521,BS1182,6293,Yes,Belle Vista Dr At Civic 35 (6293),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1522,BS1181,6292,Yes,Belle Vista Dr After Woodlawn Rd (6292),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1523,BS1183,6294,Yes,Belle Vista Dr After Spring Ave (6294),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1524,BS1041,6840,Yes,Bluewater Rd After Hammonds Plains Rd (6840),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1525,BS1042,7212,Yes,Bluewater Rd After Topsail Ct (7212),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1526,BS1351,6231,Yes,Bluewater Rd Before Topsail Ct (6231),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1527,BS399,7254,Yes,Mountain Rd Before Wildwood Ave (7254),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1528,BS404,7259,Yes,Mt Edward Rd After Cranberry Cr (7259),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1529,BS582,7266,Yes,Mt Edward Rd After Lucien Dr (7266),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1530,BS2086,7267,Yes,Mt Edward Rd After Gerald St (7267),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1531,BS2125,7269,Yes,Mt Edward Rd After Stuart Harris Dr (7269),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1532,BS1366,8892,Yes,Mt Hope Ave Before Neptune Cr (8892),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-24T00:00:00.000Z
1533,BS1365,8893,Yes,Mt Hope Ave After Neptune Cr (8893),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-24T00:00:00.000Z
1534,BS101,7288,Yes,Nappan Dr Before Newcombe Dr (7288),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1535,BS102,7289,Yes,Nappan Dr Before Nictaux Dr (7289),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1536,BS1089,7383,Yes,Oathill Cr Before Peddars Way (7383),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1537,BS1106,7394,Yes,Old Sambro Rd After Dobbin Ln (7394),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1538,BS1104,7392,Yes,Old Sambro Rd At Civic 143 (7392),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1539,BS596,7183,Yes,Margaret Rd Before Civic 43 (7183),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1540,BS660,7191,Yes,Meadowbrook Dr Before Beech St (7191),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1541,BS661,7192,Yes,Meadowbrook Dr Before Douglas Dr (7192),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1542,BS658,7189,Yes,Meadowbrook Dr After Basinview Dr (7189),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1543,BS659,7190,Yes,Meadowbrook Dr After Beech St (7190),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1544,BS2439,7207,Yes,Metropolitan Ave Before First Lake Dr (7207),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1545,BS2436,7204,Yes,Metropolitan Ave Before Polara Dr (7204),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1546,BS2440,7208,Yes,Metropolitan Ave After First Lake Dr (7208),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1547,BS492,7228,Yes,Millwood Dr Before Beaver Bank Cross Rd (7228),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1548,BS495,7233,Yes,Millwood Dr After Sackville Dr (7233),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1549,BS1381,8884,Yes,Morris St Before Barrington St (8884),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1550,BS392,7247,Yes,Morris St Before Birmingham St (7247),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1551,BS396,7251,Yes,Mountain Rd Before Knob Hill Cr (7251),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1552,BS397,7252,Yes,Mountain Rd Before Sunset Ave (7252),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1553,BS400,7255,Yes,Mountain Rd After Withrod Dr (7255),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1554,BS380,7260,Yes,Mt Edward Rd Opposite John Cross Dr (7260),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1555,BS409,7261,Yes,Mt Edward Rd Before John Cross Dr (7261),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1556,BS401,7256,Yes,Mt Edward Rd Opposite Belle Vista Dr (7256),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1557,BS402,7257,Yes,Mt Edward Rd Before Lucien Dr (7257),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1558,BS403,7258,Yes,Mt Edward Rd After Brigadoon Ave (7258),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1559,BS410,7262,Yes,Mt Edward Rd Before Gerald St (7262),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1560,BS411,7263,Yes,Mt Edward Rd Before Spring Ave (7263),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1561,BS580,7264,Yes,Mt Edward Rd Before Cranberry Cr (7264),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1562,BS581,7265,Yes,Mt Edward Rd Before Stuart Harris Dr (7265),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1563,BS92,7279,Yes,Mumford Rd Opposite Hemlock St (7279),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1564,BS2381,6253,Yes,Bedford Hwy After Moirs Mill Rd (6253),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1565,BS572,6217,Yes,Bedford Hwy After Seton Rd (6217),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1566,BS2345,6280,Yes,Bedford Hwy Before Valley Rd (6280),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1567,BS2382,6254,Yes,Bedford Hwy After Hammonds Plains Rd (6254),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1568,BS2346,6281,Yes,Bedford Hwy After Rocky Lake Rd (6281),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1569,BS2348,6283,Yes,Bedford Hwy Opposite Fourth St (6283),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1570,BS2133,9024,Yes,Bedford Hwy After Meadowbrook Dr (9024),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
1571,BS653,8139,Yes,Quinpool Rd At Civic 7137 (8139),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1572,BS649,8135,Yes,Quinpool Rd After Connaught Ave (8135),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1573,BS650,8136,Yes,Quinpool Rd After Oxford St (8136),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1574,BS647,8133,Yes,Quinpool Rd Before Beech St (8133),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1575,BS943,8150,Yes,Quinpool Rd Before Windsor St (8150),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1576,BS646,8132,Yes,Quinpool Rd After Herring Cove Rd (8132),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1577,BS938,8145,Yes,Quinpool Rd Before Newton Ave (8145),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
1578,BS946,8153,Yes,Quinpool Rd At Civic 7111 (8153),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
