OBJECTID,PARK_ID,OWNER,HRMINTRST,HECTARES,NAMESTATUS,NAMEAPRDTE,PARK_MAINT,GROUP_ID,ADDDATE,MODDATE,SDATE,SOURCE,SACC,GLOBALID,PARK_NAME,PARK_TYPE,DEVELOPED,CIVIC_ID,Shape__Area,Shape__Length
329,5201,Halifax,Yes,13.01,N,,HRM,5084,2019-02-08T21:05:13.000Z,2019-04-04T13:31:37.000Z,2012-07-26T00:00:00.000Z,Municipal Owned Property,,c5aeb727-5767-4c0b-9bad-0fe4da11787c,UNNAMED PARK 13,Community,No,140402,257772.125,2206.844387
330,5203,Halifax,Yes,0.02,A,2013-07-23T00:00:00.000Z,HRM,3380,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-04-20T00:00:00.000Z,Asset Management Project,,41472638-e275-4870-815d-2d2113ff3683,STOKIL DRIVE PARK,Community,Yes,135069,475.7421875,102.2879571
331,5205,Halifax,Yes,0.09,A,2013-07-23T00:00:00.000Z,HRM,5198,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2012-09-06T00:00:00.000Z,Parkland Planners,Derived,73d96490-2f37-47dc-8b4b-eda57f01db73,OAKLAND ROAD PARK,Community,Yes,161124,1680.710938,197.9164227
332,4011,Halifax,Yes,0.7,N,,School Board,274,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,d7d1ab7c-78f7-430b-8cee-324bf242c41a,ECOLE BEAUFORT PARK,Community,Yes,77379,13878.71484,471.0655633
333,712,Halifax,Yes,0.13,N,,HRM,712,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-11-10T00:00:00.000Z,Asset Management Project,,ea3ad9d3-7655-4dc5-9f0a-8f84a245cca4,MEADOWVIEW DRIVE PARK,Community,No,126351,2522.003906,224.0242382
334,855,Halifax,Yes,0.18,N,,,855,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,,,,9321497d-32a5-4ca4-a6d0-3344560c48fd,CALEDONIA ROAD PARK,Community,Yes,127106,3549.242188,299.7327722
335,898,Halifax,Yes,0.07,N,,,898,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,2ded9925-4977-4d3c-a752-ea2dbde8e990,LIMARDO DRIVE PARK,Neighbourhood,Yes,50433,1452.644531,181.1696557
336,901,Halifax,Yes,0.28,N,,HRM,901,2019-02-08T21:05:13.000Z,2019-09-19T17:31:49.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,247797a8-76ad-44b1-97b7-384c9efabadd,STATES LANE PARK,Neighbourhood,Yes,128357,5526.007813,361.2763568
337,1285,Halifax,Yes,0.48,N,,,1285,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,b86bf166-feda-45c3-934c-7c5fab18008e,LANGDON DRIVE PARK,Neighbourhood,Yes,147013,9476.824219,721.8362292
338,1296,Halifax,Yes,0.12,N,,HRM,1296,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-07-06T00:00:00.000Z,Asset Management Project,,8eb557fc-489e-4f7d-8968-80090949c05c,EMMA COURT PARK,Neighbourhood,Yes,126866,2443.757813,234.2469383
339,617,Halifax,Yes,0.59,N,,HRM,617,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-10-24T00:00:00.000Z,Asset Management Project,,0af559a8-6b40-4361-8984-aa1fd0e0d42c,ELDERBANK PARK,Community,Yes,143746,11864.48828,438.2636589
340,621,Halifax,Yes,13.4,N,,HRM,621,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-24T00:00:00.000Z,Asset Management Project,,cbdfc395-44d2-4819-b864-30bc96a649cc,JOHN GRANT PARK,Community,Yes,91582,267303.1719,2156.950774
341,649,Halifax,Yes,0.23,N,,HRM,649,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,Asset Management Project,,f2ee1bc9-f418-4d59-865c-85840f74f9ee,CONROD BEACH ROAD PARK,Neighbourhood,Yes,146853,4461.386719,264.2302097
342,652,Halifax,Yes,1.45,N,,HRM,652,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,1c119ba5-ec28-4ce6-be9a-0dab49350f50,GRAND DESERT PARK,Community,Yes,109141,28599.71094,817.7819557
343,661,Halifax,Yes,3.03,N,,HRM,661,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,Asset Management Project,,ffb3ed7c-7368-4092-b763-c01706abc554,MAYNARD LAKE PARK,Community,Yes,126906,59838.62109,5664.94205
344,687,Halifax,Yes,0.17,N,,HRM,687,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,9dfd3087-5d38-4fe1-b346-824b5cb00b91,GREEN MEADOWS PARK,Neighbourhood,No,146636,3383.605469,265.2600242
345,1466,Halifax,Yes,0.29,N,,HRM,1466,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,fab1e3ff-c742-4652-88d3-4bdb164b40a1,TIMBERLEA VILLAGE PARK,Community,Yes,145989,5767.78125,401.8959567
346,2329,Halifax,Yes,1.33,N,,HRM,2329,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2008-03-13T00:00:00.000Z,Field Work Operations,,d5fd4f86-9d3c-4f3e-8586-8628b920d6b4,LEASIDE COMMUNITY PARK,Community,Yes,146093,26289.375,1735.07544
347,3369,Halifax,Yes,2.75,N,,HRM,3369,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-04-09T00:00:00.000Z,Asset Management Project,,45e09342-624d-47b9-86be-750a7fb34509,LINDFOREST PARK,Community,No,149055,54540.76563,1485.198971
348,3377,Halifax,Yes,0.97,N,,HRM,3377,2019-02-08T21:05:13.000Z,2019-08-21T17:56:15.000Z,2009-04-20T00:00:00.000Z,Asset Management Project,,3bed4b41-213a-4c05-af35-bb344c4b3e32,ARMCREST PARK,Neighbourhood,Yes,131828,19359.03125,639.3429799
349,108,Halifax,Yes,1.53,N,,HRM,737,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2008-12-11T00:00:00.000Z,Asset Management Project,,4b3aec3f-2037-4501-9f85-c7c5b02d6df0,MORASH PARK,Community,Yes,126777,30355.21875,1384.144468
350,1559,Halifax,Yes,2.71,A,,HRM,1559,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,Field Work Operations,,f8aa93c7-90a9-4805-8863-4d9a294f03f4,CONNROSE PARK,Community,Yes,147303,53601.07813,1594.004312
351,1589,Halifax,Yes,0.47,A,,HRM,1589,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,e53f62d6-5171-4bbb-8335-64f7f772477f,MURRAY WARRINGTON PARK,Neighbourhood,Yes,67336,9260.824219,380.0977275
352,1620,Halifax,Yes,0.17,N,,HRM,1620,2019-02-08T21:05:13.000Z,2019-09-19T17:31:49.000Z,2009-04-21T00:00:00.000Z,Asset Management Project,,8fe60998-2753-4f9c-9d4e-953cc504fcf6,TENON DRIVE PARK,Neighbourhood,Yes,15558,3444.519531,241.9331825
353,1621,Halifax,Yes,1.7,N,,HRM,1621,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-08T00:00:00.000Z,Asset Management Project,,306b2aef-64a4-4360-8a95-500a058f4ebb,JACKLADDER PARK,Community,Yes,144660,33697.125,2321.913153
354,5080,Halifax,Yes,0.08,N,,HRM,1518,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-04-07T00:00:00.000Z,Asset Management Project,,d79fcb84-f329-4d13-af75-a87e25446340,MELWOOD AVENUE PARK,Neighbourhood,Yes,147407,1495.746094,171.9060024
355,5081,Halifax,Yes,0.07,N,,HRM,1205,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,19625202-a484-466c-b45c-4c9d4673bfa9,WILLIAMS LAKE ROAD POCKET PARK,Community,Yes,84970,1365.53125,180.8905678
356,137,Halifax,Yes,1.54,N,,HRM,137,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,99e57260-3170-4f64-b8bd-062e933b0ccb,LAKECREST DRIVE PARK ,Community,Yes,146089,30634.27734,789.475403
357,167,Halifax,Yes,1.36,N,,HRM,167,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-04-08T00:00:00.000Z,Asset Management Project,,b46b1b38-9d2f-4965-89f5-3be6c512fc4d,WESTWIND RIDGE PARK,Neighbourhood,Yes,36945,27084.09766,719.5160039
358,1340,Halifax,Yes,0.06,N,,HRM,6000,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-04-21T00:00:00.000Z,Asset Management Project,,9ba78c58-6395-451d-81fc-1412a71cbda6,PETER BUCKLEY DRIVE PARK,Neighbourhood,Yes,146091,1111.742188,139.0742202
359,5082,Halifax,Yes,6.34,N,,School Board,3601,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,bf873006-dbfc-4195-865c-779cad7b7153,ROCKINGSTONE HEIGHTS SCHOOL PARK,Community,Yes,25099,125071.1563,1374.823351
360,1962,Halifax,Yes,1.93,N,,HRM,1962,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-11T00:00:00.000Z,Field Work Operations,,97d37915-1c59-4559-b47f-afc8d98d1742,WEDGEWOOD PARK,Neighbourhood,Yes,147361,38216.89844,1156.467863
361,5077,Halifax,Yes,0.88,A,,HRM,5030,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,b132b97d-6519-454c-a70a-5092009e65e1,LOWER FLINN PARK,Community,Yes,147327,17383.23828,815.9669576
362,5078,Halifax,Yes,1.38,N,,HRM,230,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-23T00:00:00.000Z,Field Work Operations,,87669386-1f99-4b85-9bd7-05342f9db859,BI-HI PARK,Community,Yes,147358,27197.58984,1168.630445
363,4034,Halifax,Yes,0.05,N,,HRM,3364,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,3eafd1e8-023c-440d-bbdb-125a7e896783,FLEETVIEW DRIVE PARK,Neighbourhood,Yes,121633,1053.972656,129.7236536
364,4035,Halifax,Yes,7.77,N,,Shared,286,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,5502c712-66a1-4dca-bc2d-60527f9e50ad,GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL PARK,Regional,Yes,8486,153811.4648,1807.313071
365,3495,Halifax,Yes,2.03,N,,Shared,3495,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-03-30T00:00:00.000Z,Asset Management Project,,73df115f-a043-4fbc-a303-5c51baa10729,CUNARD JUNIOR HIGH SCHOOL PARK,District,Yes,84091,40032.20703,932.2936136
366,414,Halifax,Yes,0.29,N,,HRM,414,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,f2685a02-fbb0-487a-a3a4-806481837827,GUY & IRENE TUCKER PARK,Neighbourhood,Yes,28135,5630.140625,369.7665162
367,5265,Halifax,Yes,0.814,N,,HRM,5264,2019-02-08T21:05:13.000Z,2019-04-04T13:32:18.000Z,2017-02-24T00:00:00.000Z,Plan,Interactive,7cfb2307-2a5c-4096-a8bb-ac24871dcd9a,UNNAMED PARK 22,Community,No,168452,16158.97656,589.2471465
368,2965,Halifax,Yes,37.2,N,,,2965,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,d520015f-0fbe-4406-b52b-4ea3634e72bc,DEEPRUN DRIVE PARK,Community,Yes,133703,731352.7422,5906.048717
369,272,Halifax,Yes,2.49,N,,Shared,272,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-10-24T00:00:00.000Z,Asset Management Project,,29f4be36-35b6-47dc-a2e2-0b8a9986f17a,EASTERN CONSOLIDATED ELEMENTARY SCHOOL PARK,Community,Yes,90217,49726.72266,1193.196877
370,287,Halifax,Yes,4.25,N,,School Board,287,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-02-09T00:00:00.000Z,Asset Management Project,,e14b2fce-5195-4017-bc3c-03ca78fc60a0,HALIFAX WEST HIGH SCHOOL PARK,Regional,Yes,125075,83962.02734,1540.797994
371,344,Halifax,Yes,7.64,A,,HRM,344,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-13T00:00:00.000Z,Asset Management Project,,d2485cae-250b-4c51-b8cb-ef34057006ee,GORSEBROOK PARK,District,Yes,166544,150858.8555,2127.759563
372,362,Halifax,Yes,3.91,A,,HRM,362,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,4c4a5b61-b3d5-4f94-86f1-21c0f9fa6b58,WANDERERS GROUNDS,District,Yes,74343,77327.82813,1688.428839
373,363,Halifax,Yes,6.44,A,,HRM,363,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,3f65a876-129a-4534-ab96-99115d5d0513,PUBLIC GARDENS,Regional,Yes,75719,127160.5859,1431.03335
374,389,Halifax,Yes,0.5,N,,HRM,389,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-11-02T00:00:00.000Z,Asset Management Project,,227727fa-6f09-4a60-8b35-f96cddea53b7,SALUKI DRIVE PARK,Neighbourhood,Yes,32753,9886.921875,416.0296801
375,390,Halifax,Yes,0.69,N,,HRM,390,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-10-29T00:00:00.000Z,Asset Management Project,,b24d373e-7059-4d05-8057-dc8e79106feb,OLEARY DRIVE PARK,Neighbourhood,No,130782,13651.1875,487.2398856
376,170,Halifax,Yes,0.07,A,,HRM,170,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-01-13T00:00:00.000Z,Field Work Operations,,2a7b8efa-d875-4d74-bd8d-d43665905e45,FULLER TERRACE PARK,Neighbourhood,Yes,66085,1469.277344,157.2876149
377,1085,Halifax,Yes,1.98,N,,UN,1085,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-12-15T00:00:00.000Z,Asset Management Project,,56fa4c90-c1b6-4ac1-a51f-8d73a4d78d63,GREEN BAY PARK,Community,No,147059,39104.93359,1593.757478
378,1104,Halifax,Yes,2.23,N,,,1104,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,0a39de88-e960-42e5-b0ba-7dd089623d5e,HACKETTS COVE PARK,Community,Yes,145986,43922.0625,1195.405072
379,3405,Halifax,Yes,0.07,A,,HRM,3405,2019-02-08T21:05:13.000Z,2019-08-23T18:11:53.000Z,2009-03-13T00:00:00.000Z,Field Work Operations,,f2564a63-1fda-4b70-8d2c-4d37b0daecb1,BALCOM PARK,Community,Yes,147058,1119.109375,170.6938273
380,435,Halifax,Yes,6.54,N,,HRM,435,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-21T00:00:00.000Z,Asset Management Project,,5b7e1768-c1a4-47a1-ba7a-18cf0af1eb00,CAPTAIN WILLIAM SPRY CENTRE,District,Yes,23945,129140.9727,3140.314312
381,440,Halifax,Yes,4.66,N,,HRM,440,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,4f01c34c-d2fd-4ab3-ae39-79fac3f557b5,EAST PRESTON PARK,District,Yes,104912,92316.40234,1488.725155
382,441,Halifax,Yes,4.22,N,,Shared,441,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-24T00:00:00.000Z,Asset Management Project,,0896dde2-38f7-43b3-86c2-0098a336a822,PEACE PARK,Community,Yes,97551,83719.51172,1273.777203
383,83,Halifax,Yes,1.26,N,,HRM,83,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,68b6c78d-812b-4dda-b273-b2c8bf2590c8,SHEPPARDS RUN PARK,Neighbourhood,Yes,128107,24895.37891,1374.876324
384,85,Halifax,Yes,0.19,N,,HRM,85,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,a2e8c109-21d7-4097-bf3f-8cb689662f17,SHAD BAY PARK,Community,No,145991,3754.792969,272.134294
385,86,Halifax,Yes,0.47,N,,HRM,86,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-11-24T00:00:00.000Z,Asset Management Project,,f2ddd328-1ade-45d1-a226-00fd83a6cb17,HUMBER PARK,Community,Yes,106986,9272.242188,442.1041076
386,87,Halifax,Yes,1.97,N,,,87,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,Asset Management Project,,b0b6a5d9-d187-4d38-9775-3dfeed908cc9,MIDDLE PARK,Community,Yes,144357,39037.59375,1394.135769
387,5242,Halifax,Yes,5.68,A,,HRM,5263,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2016-05-11T00:00:00.000Z,Plan,Digitize,cd43b863-d7dd-4ae7-8ab3-0045fa63c775,ABBINGTON AVENUE COMMUNITY PARK,Community,Yes,164510,112430.4961,4243.796409
388,2640,Halifax,Yes,0.36,N,,HRM,2640,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2009-10-28T00:00:00.000Z,Asset Management Project,,e9a626f4-f9f9-4c88-888b-3b7adb27ebbe,BARRETT LAKE PARK,Community,Yes,33871,7172.195313,395.4457546
389,3496,Halifax,Yes,0.43,N,,HRM,3498,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,4de51074-e03b-45c2-a198-f7585f1b1ce9,SPRINGFIELD LAKE BEACH PARK,District,Yes,146859,8564.914063,374.0877276
390,3497,Halifax,Yes,1.08,A,,HRM,4050,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,27f78c9f-ca1a-4763-a7a8-a1635d0aab28,WESTWOOD PARK,Community,Yes,147292,21276.87891,682.0517008
391,3499,Halifax,Yes,0.08,A,,HRM,3009,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2008-01-31T00:00:00.000Z,Parkland Planners,Digitize,c7420728-21e5-4df3-9bc3-010b5777bc01,MERIDIAN COURT PARK,Community,Yes,134826,1665.808594,162.2745664
392,34,Halifax,Yes,2.09,N,,HRM,34,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,b7a71d62-2552-4c66-bc07-638f9af4fdf6,HARTLEN PARK,Community,Yes,123219,41339.87891,1077.640983
393,208,Halifax,Yes,6.83,N,,School Board,208,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,71d8fe52-a01c-40a7-966f-718d932fc768,BROOKSIDE JUNIOR HIGH SCHOOL PARK,Community,Yes,143949,134613.0234,2324.056576
394,5042,Halifax,Yes,2.39,N,,Shared,328,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2008-11-03T00:00:00.000Z,Asset Management Project,,76ace5b8-3cf0-4daa-bf12-8ae2c1cc1c36,SACKVILLE CENTENNIAL ELEMENTARY SCHOOL PARK,Community,Yes,43293,47427.79297,1153.667338
395,5213,Halifax,Yes,7.8,A,2013-07-23T00:00:00.000Z,HRM,5206,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2013-03-15T00:00:00.000Z,Parkland Planners,Interactive,b5f63ab8-5739-4a75-861c-d792c9e09cb8,LARRY UTECK BOULEVARD COMMUNITY PARK,Community,Yes,161490,154343.8828,2908.712879
396,66,Halifax,Yes,4.81,A,,HRM,66,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-01-13T00:00:00.000Z,Field Work Operations,,e95ab7f0-dfbe-4b2e-be7f-fb95e86f77be,AFRICVILLE,Regional,Yes,134224,95065.21484,1909.504956
397,72,Halifax,Yes,5.29,N,,Shared,72,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-01-25T00:00:00.000Z,Parkland Planners,,d1fed185-b9ef-4282-87ff-58507811cb35,O'CONNELL DRIVE ELEMENTARY SCHOOL PARK,Community,Yes,102968,104839.4063,1473.228335
398,171,Halifax,Yes,6.29,A,,HRM,171,2019-02-08T21:05:13.000Z,2020-01-02T15:55:34.000Z,2009-01-13T00:00:00.000Z,Field Work Operations,,83d087a2-ba6d-4267-95e7-f7adf96486af,FORT NEEDHAM MEMORIAL PARK,Regional,Yes,62815,130315.918,2619.464298
399,508,Halifax,Yes,1.64,N,,HRM,508,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-06-02T00:00:00.000Z,Municipal Owned Property,,cce5fee8-1a94-4f99-bd00-924fcf665d3b,ADMIRAL HARRY DEWOLF PARK,Community,Yes,47337,32529.32422,1829.408749
400,509,Halifax,Yes,0.2,N,,HRM,509,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-02T00:00:00.000Z,Asset Management Project,,b64c925f-9904-4906-b170-f1b84c32b3e5,MILLVIEW PARK,Neighbourhood,Yes,127500,4014.316406,409.5905652
401,514,Halifax,Yes,0.26,A,,HRM,514,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-10T00:00:00.000Z,Field Work Operations,,60a96e5d-16e1-4a35-96cf-950264da13ed,KENNETH WALKER PARK,Neighbourhood,Yes,140152,5229.355469,483.0357444
402,1070,Halifax,Yes,0.73,N,,HRM,1070,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2010-02-15T00:00:00.000Z,Asset Management Project,,deebf9b1-e452-4cbb-9363-2bdab3db79ae,ROSEWOOD LANE PARK,Neighbourhood,Yes,147057,14327.75,911.5520799
403,1081,Halifax,Yes,0.33,N,,HRM,1081,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-12-15T00:00:00.000Z,,,e01e92b4-bda3-4bb6-95ff-4619618a918d,SEROP CRESCENT PARK,Neighbourhood,Yes,126815,6456.816406,361.2958549
404,3,Halifax,Yes,0.27,A,,HRM,3,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-12T00:00:00.000Z,Field Work Operations,,9af64dd3-feb4-4882-b108-85f2af911964,MARLBOROUGH WOODS PARK,Community,No,82397,5340.582031,307.7928504
405,4,Halifax,Yes,0.95,A,,HRM,4,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-02-27T00:00:00.000Z,Asset Management Project,,bdd66243-62cc-470d-ac1a-8023bca161d3,HISTORIC PROPERTIES,Regional,Yes,70847,18678.97656,803.5725449
406,220,Halifax,Yes,2.39,C,2013-07-23T00:00:00.000Z,HRM,220,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-04-28T00:00:00.000Z,Field Work Operations,,67801e13-dbdc-463d-bd94-a3e45b0f43ba,PO2 CRAIG BLAKE MEMORIAL PARK,District,Yes,107692,47243.83203,1753.383929
407,1203,Halifax,Yes,0.92,N,,HRM,1203,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-07-06T00:00:00.000Z,Parkland Planners,,2882ec1f-9545-4545-8387-e99bf4b5d155,PERRIN DRIVE PARK,District,No,130540,18237.47656,719.3481651
408,395,Halifax,Yes,0.27,N,,HRM,395,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-11-10T00:00:00.000Z,Asset Management Project,,6a1fad02-d0c5-4513-bc63-6c131d76d983,NICKIE PARK,Neighbourhood,No,144358,5433.285156,375.431555
409,906,Halifax,Yes,2.11,N,,UN,906,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-01-08T00:00:00.000Z,Asset Management Project,,fa749c3a-f935-4dc0-9149-e56a36b7a4c9,JOHN MARTIN JUNIOR HIGH SCHOOL PARK,Community,Yes,51050,41751.18359,844.6884964
410,1516,Halifax,Yes,3.29,N,,HRM,1516,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-31T00:00:00.000Z,Field Work Operations,,01eb1f41-5869-421b-96f7-707658dadf1d,CHAIN LAKE PARK,Community,Yes,146783,65011.36328,1517.480903
411,1526,Halifax,Yes,4.51,N,,HRM,1526,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-31T00:00:00.000Z,Asset Management Project,,1000b4fb-3604-45fa-849b-40a751c3964b,HAIL POND PARK,Community,Yes,127731,89061.1875,4088.036172
412,73,Halifax,Yes,2.99,N,,HRM,73,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,d451a7eb-88b1-4a57-bee3-168d71c9a80a,CHRISTOPHER LANE PARK,Neighbourhood,No,103199,59279.02734,1248.703206
413,81,Halifax,Yes,16.28,N,,,81,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,1ad7c5c5-0678-4362-9a69-db6b04e28053,SETTLE LAKE PARK,Community,Yes,131425,322133.582,9657.127938
414,410,Halifax,Yes,1.23,N,,HRM,410,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,,Asset Management Project,,d03d6924-ddde-4de8-b76a-2fe47b2bf0db,SEAWOOD AVENUE PARK,Neighbourhood,Yes,129276,24362.10547,1583.442958
415,116,Halifax,Yes,1.11,C,2016-01-03T00:00:00.000Z,HRM,116,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T00:00:00.000Z,Council Action,Digitize,7a9bb8e3-c384-441e-8973-091e77cd5145,HENRY FINDLAY PARK,Regional,Yes,127119,21918.92188,1148.143512
416,2400,Halifax,Yes,19.34,N,,HRM,2408,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,b7fe950d-9a70-4b27-8b14-4c6adf21f055,FIRST LAKE REGIONAL PARK,Regional,Yes,44013,383842.7773,12027.98204
417,2747,Halifax,Yes,1.75,A,,HRM,2747,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-12T00:00:00.000Z,Asset Management Project,,770a2eb4-35d8-43a2-86da-b96b105fde26,UPLANDS PARK,Community,Yes,147445,34714.69141,839.1574963
418,2875,Halifax,Yes,48.02,N,,Private,2875,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-13T00:00:00.000Z,Asset Management Project,,0286ae61-9d46-494f-b932-3f9fec677a97,HARRIETSFIELD SAMBRO VOLUNTEER FIRE STATION LANDS,Community,Yes,131938,943366.7813,5692.111284
419,4024,Halifax,Yes,1.11,N,,School Board,368,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,e702f31c-6f6a-4ec6-aec2-230eea73a8df,ROCKINGHAM ELEMENTARY SCHOOL PARK,Community,Yes,10020,21868.57031,592.3081985
