FULL_NAME,STR_TYPE,STR_CODE_L,Shape__Length
CLARKES ISLAND WA,WA,15786,2693.381601
RUTTER CRT,CRT,15787,1202.028318
HERITAGE CRT,CRT,7740,279.0210151
HERMANN DR,DR,7742,252.6052196
HERRING COVE RD,RD,7743,3284.626123
HESCOTT ST,ST,7744,2039.821207
ELEANOR LANE,LANE,7488,225.4237232
ELIZABETH CRT,CRT,7490,523.6199986
ELIZABETH DR,DR,7491,288.9039362
ELK RD,RD,7492,919.2602917
ELLEN CRES,CRES,7493,357.6319315
ELM DR,DR,7495,979.5367313
HOLLY CRT,CRT,7784,239.2212023
DOVER CRT,CRT,6191,200.1965277
CORONATION CRES,CRES,7338,349.7113808
DONEGAL DR,DR,7426,536.2025511
GRAYCOURT TERR,TERR,6287,97.38000594
CONRADS BRANCH DR,DR,7326,1323.757694
CONROD RD,RD,7327,2826.154297
CONROD RD,RD,7328,705.5354469
GEORGE GRAY LANE,LANE,7610,383.9575133
GILBERT ST,ST,7614,222.4528332
GILBY CRES,CRES,7615,1086.634425
GILKIE DR,DR,7616,147.7532426
DELMAC CRT,CRT,6178,228.5051388
CAIRNDOW DR,DR,15025,126.2819022
LANDSDOWN DR,DR,15043,264.7980886
PROSPECT RD,RD,8490,4207.815658
MINNA DR,DR,8229,745.2083768
MITCHELL BAY RD,RD,8231,1223.319131
MODULINE DR,DR,8233,160.3720147
MOHAWK ST,ST,8234,344.9040524
PORTERS LAKE STATION RD,RD,8477,1745.58878
SYLVANIA TERR,TERR,8834,2234.700885
TABITHA DR,DR,8835,222.8848074
MOUNTBATTEN AVE,AVE,6471,355.6262552
MYERS LANE,LANE,6475,113.0376979
MYRER DR,DR,6476,107.2218594
BOUTILIERS SETTLEMENT RD,RD,7131,3120.245649
BOUTILIERS COVE RD,RD,7132,1836.07481
BOUTILIERS POINT RD,RD,7133,1997.606655
CAPER CRT,CRT,15813,209.4494065
SPIKENARD ST,ST,6621,856.294968
TARA DR,DR,8851,775.372662
TAYLOR DR,DR,8853,223.6665658
LAYS LAKE RD,RD,8006,4224.512702
CEDARWOOD CRT,CRT,7831,310.5478845
BRIARLYNN CRES,CRES,7158,784.2187729
NESTOR CRES,CRES,8289,1193.243476
TAMERLANE CRT,CRT,8843,360.7641902
LEACOCK CRT,CRT,8007,372.1045629
EASTWOOD CRT,CRT,7470,160.6564725
PATTERSON ST,ST,6515,236.2893831
ROSLEY RD,RD,8581,1845.554341
INGRAM DR,DR,7816,3541.613295
IONEY HILL,HILL,7821,580.3482124
BANKS CRT,CRT,6034,464.6968827
BEHAN ST,ST,6046,177.3589369
AVENUE DU PORTAGE, ,6029,1401.685871
BELVEDERE DR,DR,6052,1038.316059
KILLKEE GATE,GATE,6808,204.7446637
RYAN GATE,GATE,6809,155.0258201
CHEBUCTO LANE,LANE,6814,111.6203827
BURKES RD,RD,7183,667.161956
BURNS RD,RD,7186,998.2465419
BURROWS DR,DR,7187,380.2784291
BUTCHER HILL RD,RD,7189,6439.481664
ALBACORE PL,PL,6925,393.5169049
CAMBRIDGE CRT,CRT,7195,249.4560877
CAMPERDOWN RD,RD,7200,762.8465143
CANADA RD,RD,7201,2559.744699
JONATHAN AVE,AVE,7873,547.9230237
SELIG ST,ST,8671,218.1743071
KYLES CRT,CRT,6367,176.6632357
KAREN CRT,CRT,6357,140.543898
ROCK ISLAND RUN,RUN,16335,567.4379915
ELISE VICTORIA DR,DR,15533,1850.493641
OLD POST RD,RD,15767,286.7751577
BRANCH RD,RD,15768,158.4606394
LITTLE INDIAN POINT WA,WA,15769,2035.833289
RACHAEL AVE,AVE,15770,353.7044243
SPRUCE ISLAND WA,WA,15785,250.2934864
ISLANDVIEW LANE,LANE,16104,354.1067239
JOHN ONEILL LANE,LANE,16106,253.9481372
DIGBY CRES,CRES,6183,629.6084613
PERNIX CRT,CRT,8433,144.6560607
NIKI LANE,LANE,10755,267.6743932
SPRUCE LANE,LANE,10897,210.5415729
DUFFERIN MINES RD,RD,7445,12517.62279
DUFFY DR,DR,7446,640.1186648
DUGGAN DR,DR,7447,1024.067125
DUNCAN LANE,LANE,7448,405.1497751
DUNCANS COVE RD,RD,7449,677.3849802
OWL DR,DR,16254,2193.338858
ASTRAL DR,DR,6992,4005.678282
GELDART CRT,CRT,7608,274.9448137
GREENMOUNT DR,DR,7662,391.6339233
BRIDGEVIEW AVE,AVE,7161,214.413746
DOLOMITE CRT,CRT,7425,189.4605165
DOROTHY CRES,CRES,7429,414.4012291
FAHIE LANE,LANE,16261,146.9616555
MILTS RD,RD,16263,260.870842
KENNEDY LANE,LANE,16265,268.7608056
ALBERT HOWE LANE,LANE,16267,94.60960059
STONE HEDGES LANE,LANE,16029,884.6466947
SUNSET PATH,PATH,16030,214.6729527
TURTLE COVE RD,RD,16031,669.8975454
TWILIGHT LANE,LANE,16032,450.1724184
SLEEPY COVE RD,RD,16033,797.5962809
BAYHILL LANE,LANE,16034,469.154996
TARANAKI DR,DR,10935,1960.54161
ORCADIAN CRT,CRT,8382,176.8814769
PAXTON DR,DR,8424,587.5282379
MORNING STAR CRT,CRT,10693,298.7532024
REINING WAY,WAY,16237,34.87765702
LONG COVE RD,RD,15409,748.9913982
TRIBUNE HEAD LANE,LANE,8893,121.674632
NORWAY MAPLE DR,DR,8312,360.0229868
LOCKWOOD AVE,AVE,8051,262.4927981
MACFARLANE ST,ST,8099,420.8578123
PUNCHER AVE,AVE,15046,749.3522156
SELIGS RD,RD,8670,2654.032423
ISLANDVIEW RD,RD,10051,331.8525108
COLE RD,RD,9915,4075.04469
LAKEVIEW DR,DR,9932,220.4046363
LUPIN LANE,LANE,8086,317.5696271
MACDONALD ST,ST,8096,216.873332
HERRING COVE WHARF LANE,LANE,15029,142.3320202
ATHABASKAN AVE,AVE,10091,523.2221148
CONRADS RD,RD,10229,1929.270363
CONROD RD,RD,10230,3479.187735
KESTREL CRT,CRT,16012,294.8817085
SITEMAN LANE,LANE,16322,193.4218476
GEORGE DR,DR,15284,164.0371876
MACDONALDS DR,DR,10857,1240.487641
DIXON CRT,CRT,10273,414.7912987
WHITTIER LANE,LANE,16146,200.0341618
HANNAH ELISE DR,DR,10376,586.4022461
BUTLER RD,RD,10575,1406.02062
PASSAGE RD,RD,10869,3256.960386
LEEWARD LANE,LANE,15294,217.4806217
NICE VIEW DR,DR,10714,1513.769879
HARBOUR VIEW DR,DR,7703,339.8207732
BEAVER HARBOUR RD,RD,10113,4242.92155
WINDGATE DR,DR,10116,2632.80544
WINDGATE DR,DR,10117,3873.866445
HEMLOCK DR,DR,7736,3751.211623
HEMLOCK RD,RD,7737,194.3125848
PORK AVE,AVE,16495,803.887877
HOLLETT LANE,LANE,16496,1557.923469
LEMLAIR ROW,ROW,16497,368.3247134
SHOAL BAY DR,DR,16276,290.5943653
WILLIAM ALLAN DR,DR,16278,189.0910785
WALSH RD,RD,16279,978.5079087
RIVER RD,RD,16280,733.0377476
ARABIAN LANE,LANE,16283,232.2072601
SKY BLVD,BLVD,16284,3423.631542
TELFORD LANE,LANE,16221,360.1938078
MARTIN LANE,LANE,16222,186.2626658
MORRIS AVE,AVE,10694,201.4367281
NATHAN AVE,AVE,15084,295.1360888
SKYRIDGE DR,DR,15086,942.1748588
MANUEL DR,DR,15091,195.4272796
PINE ST,ST,15093,145.1385754
STEVENS RD,RD,15095,728.0793971
OLD GUYSBOROUGH RD,RD,10743,11026.6365
SHIRE LANE,LANE,17139,164.0348999
BARKHOUSE SETTLEMENT RD,RD,10104,1707.005535
BARTLETTS RD,RD,10105,216.7040563
BELLE VISTA DR,DR,6050,2182.738693
DAY AVE,AVE,6177,519.7711016
ELIZABETH ST,ST,6208,319.3621696
ALBYN AVE,AVE,6010,350.8898217
CARR ST,ST,6112,166.6980791
OLD FAIRBANKS RD,RD,16156,409.7925961
APPLEBERRY LANE,LANE,16158,184.5422319
THE LANE,LANE,15060,266.5530267
COOPERS RD,RD,10232,2603.882038
COVE RD,RD,10236,816.2546873
COVE RD,RD,10237,244.3125979
HIGHWAY 7, ,10473,7922.775056
HIGHWAY 7, ,10475,4199.574834
HIGHWAY 7, ,10476,6091.206416
HIGHWAY 7, ,10477,3690.615311
BRAESHORE LANE,LANE,16179,220.9700991
SLEEPY HLLW,HLLW,16182,184.7515262
SWINIMER RD,RD,16185,561.8167279
MOUNT EDWARD RD,RD,6464,3385.53428
BEECH HILL RD,RD,10118,1392.147049
BELLWOOD DR,DR,10129,485.2510025
ST MARGARETS BAY RD,RD,10433,1805.125702
SCHOONER COVE RD,RD,10852,256.3164353
SCOTT LANE,LANE,10854,349.9299334
SCOTS LAKE RD,RD,10856,881.500075
KELLY POINT DR,DR,15318,1601.794172
HIGGINSVILLE RD,RD,10397,5458.240363
HIGGINSVILLE RD,RD,10398,1311.991747
ABILENE AVE,AVE,16407,1803.420873
MAGNATE CRT,CRT,16408,785.7115366
VISCOUNT RUN,RUN,16409,1812.336385
BREMNER DR,DR,7147,1115.774351
JENNA LANE,LANE,16223,565.1371071
NIJINSKY LANE,LANE,16234,42.52669308
PINTO PL,PL,16236,63.16692474
GARNETT ST,ST,6261,234.2729463
COURTLAND ST,ST,6155,64.94420792
SWANTON DR,DR,6644,1225.341711
KARA CRT,CRT,10542,297.903313
KEEGAN LANE,LANE,10545,543.8635171
KELLY DR,DR,10546,1033.306202
KENDA VIEW DR,DR,10547,126.8320645
KERMIT LANE,LANE,10550,271.6876438
KETCH HARBOUR RD,RD,10552,1291.235782
KETCH HARBOUR RD,RD,10554,2615.976028
ST PETERS LOOP,LOOP,10913,464.2697802
OLD ROCK RD,RD,16148,830.7437742
OAKLAND POINT LANE,LANE,10728,340.1965099
OAKWOOD DR,DR,10731,1486.284678
JORDAN CRT,CRT,15062,97.99097655
HARRIE DR,DR,15064,157.6552266
MACLEAN RD,RD,15069,489.6723664
MALCOLMS LANE,LANE,15071,168.5585781
TRUEMAN LANE,LANE,15074,325.8141569
GEORGE JACKSON RD,RD,15077,321.7063619
ASH GROVE LANE,LANE,10084,144.5862049
ASHCROFT AVE,AVE,10086,433.63618
ASTAAK RD,RD,10090,213.5451498
WHITEHALL CRES,CRES,15645,358.6872145
NARROWLEAF GRV,GRV,15854,86.88972847
HILLSPIRE GRV,GRV,15855,156.0423522
LEYLAND GRV,GRV,15856,102.5979777
BELLBROOK CRES,CRES,16240,1665.66506
LAKERIDGE CRES,CRES,10586,872.0756108
BLOSSOM CRT,CRT,10152,108.4206182
GENERAL M DR,DR,15701,483.2432313
OLD LAWRENCETOWN RD,RD,15702,322.1041749
DAUPHINEES LOOP,LOOP,15712,205.4356329
BLACKBURN DR,DR,15713,217.0176839
CLARE LILLEY LANE,LANE,16097,233.6042171
FARADAY LANE,LANE,16099,74.99598588
GILL COVE RD,RD,16100,1001.959783
HARRIET LANE,LANE,16101,108.6168288
HIGH BARRENS RD,RD,16102,293.8041779
KIRBY LANE,LANE,16107,257.5807561
MARGUS LANE,LANE,16109,253.9959426
PELHAM LANE,LANE,16110,98.34691665
SHIPS LANE,LANE,16111,445.0059435
STEEL LANE,LANE,16113,153.5294993
BRENDA DR,DR,7148,1751.411062
BRENTWOOD AVE,AVE,7151,1219.80821
BRESNAN LANE,LANE,7152,277.2908655
BRIAN ANDREW ST,ST,7156,427.0682125
BRIAN DICKIE DR,DR,7157,968.0731944
BROOKHILL DR,DR,7172,1716.079684
BROOKS DR,DR,7173,2701.127766
BROOKSIDE AVE,AVE,7174,257.9702513
BRUNT RD,RD,7180,582.260028
RAYMOOR DR,DR,6556,1078.497013
CASTLETON CRT,CRT,6117,52.00634892
CAPRI CRT,CRT,6109,219.5387615
CASAVECHIA CRT,CRT,6115,266.3302139
CASTLETON CRES,CRES,6116,585.3883873
LAKE MIST DR,DR,15503,540.7491051
OCEANSEA DR,DR,10733,712.0069299
BONAVISTA DR,DR,10158,427.4669997
BONN DR,DR,10159,891.9889623
BORDEN FADER RD,RD,10161,565.6659465
BLUEGRASS RD,RD,10165,2748.000975
BRIGHTON AVE,AVE,10172,1100.842617
VILLAGE RD,RD,5520,1695.181773
WARRIOR AVE,AVE,5533,724.8564809
WESTLEA DR,DR,5554,176.7705115
CLAM HARBOUR RD,RD,10210,6312.060382
GASPER LANE,LANE,16264,687.830057
HIGHWAY 111 WB EXIT 8 OFF RAMP,RAMP,16540,655.3955381
ST MARYS RD,RD,10908,8072.500537
ST MARYS RD,RD,10909,1704.684984
OAKBANK LANE,LANE,16035,268.1787066
WALNUT HALL,HALL,6688,969.6518259
MARGAREE PKY,PKY,6432,533.4966449
REDDEN LANE,LANE,15022,113.5418807
YORK LANE,LANE,6724,85.04410524
PICNIC LNDG,LNDG,6691,149.1198147
OTIS DR,DR,15726,451.7834902
PREAKNESS CRES,CRES,16042,2297.101855
VIEWPOINT LANE,LANE,16114,331.0383288
WINDSHIP LANE,LANE,16115,572.3938716
WINTERHOUSE LANE,LANE,16116,142.7104993
BLACK ROCK LANE,LANE,16117,221.0710827
TYLER WAY,WAY,16118,390.3176219
NYMARK LANE,LANE,16119,133.7293629
FAUNE LANE,LANE,16120,290.0258069
MADDOX LANE,LANE,16121,444.3362542
BIG ISLAND WA,WA,15799,1276.684966
HIGHWAY 7, ,10470,6713.676632
GEORGE ST,ST,10342,942.6293232
MCINNIS DR,DR,10652,905.9722345
PROSPECT BAY RD,RD,10805,6275.633474
FIR LANE,LANE,15743,389.7568849
ST MARGARETS CRES,CRES,15744,288.800884
BLAIN ERIC DR,DR,7114,673.0569676
BLOIS LANE,LANE,7116,107.2496669
BLUE FOREST LANE,LANE,7117,1667.30627
BLUE HAVEN CRES,CRES,7118,550.9202976
BLUE HILL RD,RD,7119,758.3944003
BLUE MOUNTAIN DR,DR,7120,1044.735241
BONAVISTA DR,DR,7125,788.9292922
GEORGE DANIEL LANE,LANE,15656,487.1148929
LOCKS RD,RD,6400,787.0825135
MUIN DR,DR,17082,267.3658209
ATHOLEA DR,DR,6993,1192.743906
SEDGEMOOR CRT,CRT,8668,156.2483895
CAMILLA CRT,CRT,6103,282.3911226
CAPISTRANO DR,DR,6108,965.1808573
ROGER POWER ISLAND WA,WA,15845,1440.956527
SAULS ISLAND WA,WA,15846,1545.045919
HOLYROOD CL,CL,15847,356.9427641
PARKSIDE LANE,LANE,15850,321.4411993
DEERHURST LANE,LANE,15851,324.6391121
MORNINGTON CRT,CRT,16043,294.1145573
DELRAY CRT,CRT,16044,299.618944
GARDEN VIEW DR,DR,16045,156.4226306
RIVERGLEN LANE,LANE,16046,154.3227736
TALISMAN DR,DR,16047,472.1389122
CHASE LANE,LANE,16048,155.8091965
KALED CRT,CRT,16049,189.565376
WHITEWOOD WAY,WAY,16054,565.5394311
KITTIWAKE RG,RG,16056,391.6614136
BASTIAN POINT RD,RD,10106,507.2311367
BAYVIEW CRES,CRES,10109,1371.441561
HIGHWAY 7, ,10483,7104.625861
HIGHWAY 7, ,10485,2038.631305
JUNIPER LANE,LANE,10539,279.0201922
KETCH HARBOUR RD,RD,10553,2209.166467
FADERS RD,RD,15061,1166.912846
HILLSBURN CRT,CRT,6320,145.5713004
PATRICIA LYNN CRT,CRT,6514,190.3974458
RIDGEWOOD CRT,CRT,6566,194.3856804
COTTAGE LANE,LANE,10233,420.7300529
SPRUCE RD,RD,9935,583.3720281
GUMPS RD,RD,10018,223.4851775
CHOICE DR,DR,16186,768.1833445
BYBLOS RD,RD,15275,1536.298167
PARKLYN CRT,CRT,15276,781.0755509
PACES LAKE DR,DR,15277,1473.426229
MILLER LANE,LANE,15278,305.8420911
BLAKE AVE,AVE,15280,591.1503552
SHANNONVALE CRT,CRT,15613,969.8950287
OLD COACH RD,RD,15616,269.8661546
PETTIPAS RD,RD,15619,254.6748448
SKYE CRES,CRES,15623,1285.323812
BARRENS ST,ST,15624,144.6360815
BONNY VIEW DR,DR,15626,295.5694747
CELEBRATION DR,DR,15809,2422.247001
KINGSWOOD DR,DR,7937,7624.317319
KIPAWA CRES,CRES,7940,784.2878972
CRANLEY RD,RD,16500,966.6999247
BLACKBEAR CIR,CIR,16502,1396.041982
CHATEAU LANE,LANE,16503,264.7995197
CLEARWOOD CRT,CRT,16504,581.3169712
SPRINGBROOK LANE,LANE,16349,349.4996426
LINDAM LANE,LANE,16377,575.4468647
HINTERLAND LANE,LANE,16378,331.3087164
MURPHYS RD,RD,16379,1860.77305
WRIGHT LAKE RUN,RUN,16382,1997.827647
GROVE AVE,AVE,7674,492.0798027
GROVER DR,DR,7675,1405.559959
JOHN CROSS DR,DR,6350,766.1340295
BRIGADOON AVE,AVE,6083,558.6739951
LAKE CHARLOTTE WA,WA,15790,42586.3193
MERRIMAC DR,DR,8205,872.5247988
KULUNA CRT,CRT,7948,124.2046607
NAVARA CRES,CRES,8282,336.0183164
PAULINE CRES,CRES,6517,450.4633219
TRAVIS CRT,CRT,15281,233.9624899
HILLARY CRES,CRES,15282,536.805261
AMBER LANE,LANE,15285,915.5584007
ALEXANDER LANE,LANE,15286,1131.053036
ARTHUR LANE,LANE,15287,437.5769735
CHRIS CAIT DR,DR,15288,900.3385149
BAYVIEW LANE,LANE,10110,485.2409389
HILL TOP DR,DR,7763,559.6203126
DAVLIN DR,DR,7390,574.352218
NARROWS LANE,LANE,10705,277.7424569
KEIZER DR,DR,7905,778.378092
WILLOWDALE DR,DR,5581,1125.823069
WILTON CRES,CRES,5587,337.7100286
WOODBURY DR,DR,5602,527.3983761
ALEX LANE,LANE,16412,74.33097742
SHREWSBURY RD,RD,8709,1137.508289
PINEWOOD CRES,CRES,8461,405.2721717
ESTATE DR,DR,7511,279.0642138
BUTLER RD,RD,7957,7160.039025
LAKE EGMONT RD,RD,7958,9889.958441
WENTWORTH CIR,CIR,5539,375.9106027
CHEBUCTO CIR,CIR,7262,135.3493146
BAINBRIDGE CRT,CRT,7013,283.4165384
REGAN RD,RD,16149,235.0932577
PEGGYS LANE,LANE,16150,173.8217629
WHITECRESTS LANE,LANE,16152,227.1371581
GLORIAVALE DR,DR,16153,225.4836303
YOON CRT,CRT,16154,321.0749598
RUTH FALLS RD,RD,10841,597.282421
CLEMENTS RD,RD,10845,563.6862438
SANDY COVE RD,RD,10846,2137.969282
SAWLER LAKE RD,RD,10850,796.8980318
CHASWOOD DR,DR,7258,1154.596453
BARRY ALLEN DR,DR,6037,1234.738122
LAKE CHARLOTTE WA,WA,15788,33171.61191
LAKE CHARLOTTE WA,WA,15789,2229.731155
VAL ST,ST,16125,125.0152777
WEBBER DR,DR,16128,87.2075597
MOSER HEAD RD,RD,10695,1657.697887
PULSIFER CRT,CRT,6547,171.0893824
STIRLING DR,DR,16558,324.9383424
SANDY RUN,RUN,15526,2610.757547
BRIANCREST RD,RD,15800,1480.600823
VALERIE CRT,CRT,15801,404.7950554
HEAVENS LANE,LANE,15803,590.481052
GOLDENBERRY LANE,LANE,15804,117.5551179
WILSON RD,RD,16287,2020.500074
DRY LAKE RD,RD,16288,943.264923
MEETING HOUSE HILL,HILL,16290,353.1389434
PONDVIEW LANE,LANE,16291,109.3549281
HIGHWAY 2, ,10406,5529.074315
HIGHWAY 207, ,10408,3160.489912
LOGAN LANE,LANE,10601,313.3598816
LESLIES HILL RD,RD,10602,546.5013006
NOUSHA CRT,CRT,10720,391.576222
EXETER CRT,CRT,10721,344.6822218
OLD OAKES DR,DR,10725,357.970172
OAKHILL POINT LANE,LANE,10727,590.3341025
JOAN DR,DR,15408,1898.203109
EAVA LANE,LANE,15411,347.4219676
LONG LAKE RD,RD,15412,2159.936811
BEN MILLER RD,RD,15413,634.6441445
GLEN TORRIDON CRT,CRT,15415,418.519975
WHITE HILLS RUN,RUN,15416,8456.137617
TATTENHAM CRES,CRES,15417,2329.9357
CLAM HARBOUR RD,RD,10212,4642.213267
CLARENCE CRT,CRT,10213,238.3790286
CLOVER LANE,LANE,10216,155.7969602
CLUB RD,RD,10217,862.9699185
CLUB RD,RD,10218,1800.891795
HIGHWAY 7, ,10464,4470.265559
FIELDWOOD CIR,CIR,7540,678.3236934
FLYING CLOUD DR,DR,7562,2051.75865
BAKER RD,RD,10098,147.6384546
FLAT POINT RD,RD,10099,576.5688012
BALSAM ST,ST,10103,237.7158751
RUSTY LANE,LANE,16270,152.6330422
RIDGE AVE,AVE,8532,1268.152249
ROCKCLIFFE CRES,CRES,8561,1545.066284
HIGHWAY 101 ETA 290,,17144,43.26037073
HIGHWAY 107,,4347,3237.796355
WOODBINE DR,DR,5601,609.0319596
RUSSELL LAKE DR,DR,6587,1239.268546
CARMEL CRES,CRES,16057,1174.726456
ALF LANE,LANE,16058,348.5514282
LOGANBERRY LANE,LANE,16059,1242.939729
BROOKFALLS CRT,CRT,15781,297.0589106
CUMBERLAND WAY,WAY,7372,369.0392816
CUMMINGS DR,DR,7373,128.6654146
CUVELIER CRT,CRT,7374,228.9966051
JANDA CRES,CRES,16252,1225.511606
CECILIA LANE,LANE,16253,442.7015578
HIGHWAY 7, ,16481,3547.569233
BOULDERBROOK LANE,LANE,16483,67.13858225
ANDERSON CRT,CRT,10070,330.5711156
SHILOH DR,DR,8699,637.0459709
JOYCE CRT,CRT,7877,729.0894376
DOYLE PARK RD,RD,7888,270.2368065
DEERWOOD LANE,LANE,8415,352.2978775
WHISPER RG,RG,8122,870.6756287
PADDYS HEAD RD,RD,8395,2047.991386
ADAMS DR,DR,10060,700.6431035
SAMAA CRT,CRT,66807,581.8043555
BUCKINGHAM DR,DR,7181,4890.716028
DUCK POND RD,RD,7444,48.11890777
GLENCOE DR,DR,6274,563.7301885
CEDAR CRES,CRES,7239,609.9081347
ROWAN CRT,CRT,8595,164.2137218
PROSPECT RD,RD,15859,1838.082979
WHITECAP RG,RG,15861,773.8990422
GREENTREE AVE,AVE,15862,480.423763
STRAWBERRY HILL,HILL,15864,672.8712999
COYOTE RG,RG,15865,1071.904791
LONE CLOUD ISLAND WA,WA,16001,882.9444095
HELPARD LANE,LANE,16271,219.7564982
TATTIO LANE,LANE,16272,1039.599876
MCCARTHY WAY,WAY,16273,374.7537593
LERWICK LANE,LANE,15725,140.0651833
BOWATER MERSEY RD,RD,15732,3060.546543
WAYSIDE DR,DR,15733,413.6607469
PARADISE LOOP,LOOP,15734,216.1689525
BAPTIST LANE,LANE,15735,223.1258204
MORLANSON LANE,LANE,15738,133.2209436
SETAG LANE,LANE,15739,228.9339082
ST PAULS LANE,LANE,15740,409.5347804
ST PAULS LANE,LANE,15741,302.7698184
WILDSTONE LANE,LANE,16063,435.4732431
DAIGLES LANE,LANE,7375,364.4943551
DAISY DR,DR,7376,347.1867935
DALE AVE,AVE,7377,117.3406199
DANNY DR,DR,7379,1773.991659
DAUPHINEE DR,DR,7380,789.0534904
DAUPHINEES LOOP,LOOP,7381,714.5158611
GREENVALE CRES,CRES,7664,341.1301125
GREENWOOD AVE,AVE,7667,1703.450895
ROCKCREST DR,DR,15601,854.4791194
DUNDEE CL,CL,15602,211.0715829
SCOTSDALE DR,DR,15792,4719.525796
CASTLEMARK CRT,CRT,15793,138.2271523
WHITTINGTON CRT,CRT,15794,203.9269516
PINNACLE CRT,CRT,15795,252.0600143
ALBERTA ST,ST,6008,355.2623682
KIMBERLEY CRES,CRES,6361,192.4293918
BURTONS LANE,LANE,16159,138.2092159
OTTER LAKE DR,DR,15274,3908.31212
LAURIE LANE,LANE,8000,159.1393387
THAT ST,ST,8862,301.2076045
MARYFIELD LANE,LANE,16147,291.2073378
AMOS WALTER DR,DR,16428,355.5528595
ISLAND VIEW DR,DR,10521,3560.102949
JEWERS RD,RD,10526,277.6321846
SPRUCE CRT,CRT,10896,1248.041893
ST ANDREWS LOOP,LOOP,10902,1592.657184
DUTCH SETTLEMENT RD,RD,7451,1067.13976
HARTLING HILL LANE,LANE,16275,256.7918687
MILLERS COVE RD,RD,16294,246.9660515
CLAM HARBOUR RD,RD,16295,2723.372852
COUNTRYVIEW-WRIGHT-A RAMP,RAMP,16514,324.1853293
FINLAY DR,DR,16519,2794.691699
EASTWIND DR,DR,16068,418.5547984
HIKING TRAIL RD,RD,16069,16095.35956
ELWIN CRES,CRES,6217,736.2482831
ERIN DR,DR,6221,528.2843219
IRVIN CROSS PL,PL,6333,242.1058522
JAYDEN DR,DR,6342,405.7380051
PARKEDGE CRES,CRES,10767,451.5634704
LANYARD LANE,LANE,15755,238.3608068
MACNAB LANE,LANE,15756,190.0114903
DUGGERS ARM LANE,LANE,15758,349.5048474
DEAL LANE,LANE,15759,296.7025495
OLD SEABRIGHT RD,RD,15760,137.2194648
OSPREY HILL,HILL,15762,352.5881893
BLUEJAY LANE,LANE,15763,211.3012095
SWALLOW LANE,LANE,15764,119.3558319
EVELYNS LANE,LANE,15765,305.2270288
KILEYS LANE,LANE,16086,79.03231882
WINTERHILL RD,RD,10996,662.0530698
HIGHWAY 107 EB EXIT 13S OFF RAMP,RAMP,15170,1307.266327
COPPER RD,RD,16941,2511.885203
HIGHWAY 102 SB EXIT 5 ON RAMP,RAMP,15187,628.5743457
DEANS WALK,WALK,16435,88.67890754
ZINCK LANE,LANE,10609,404.0971796
BAILEE DR,DR,16215,1456.046993
OLD MOOSELAND RD,RD,10747,322.9923356
ELVA CRT,CRT,16129,468.902091
WHYNAUGHTS BEACH LANE,LANE,16133,249.8315657
COLWELL DR,DR,16134,200.3091193
DOREY LANE,LANE,16135,134.0475562
WAYNE CRT,CRT,16178,330.7247519
BLUE HERON LANE,LANE,10154,563.3999858
ST MARYS RD,RD,10907,4642.058522
MACDONALD POINT RD,RD,15051,1200.856675
FERN HOLLOW DR,DR,15052,328.1711515
BLUE HERON RD,RD,15053,514.2538552
WOODENS RIVER RD,RD,15054,648.0123118
CLEVELAND RD,RD,15055,267.9321743
GAMMON LAKE DR,DR,15528,2526.866258
LOST CREEK DR,DR,15529,1208.656922
LOTTIE LANE,LANE,16455,224.603767
FARFIELDS LANE,LANE,16456,527.4525594
NEILS LANE,LANE,16457,499.1215779
TONY LANE,LANE,16460,227.2814423
STATES LANE,LANE,15461,1064.045945
HANNAH LANE,LANE,16274,312.5190426
CARDINAL LANE,LANE,16041,396.8631724
SHADHA CRT,CRT,16050,236.7887519
SOUWESTER LANE,LANE,16112,310.5243826
CARISSA LANE,LANE,16122,251.5482922
SNOWS ISLAND RD,RD,16277,444.6166347
FERNLEAF LANE,LANE,16352,293.5303791
LUCIEN DR,DR,6412,1383.164341
SILISTRIA DR,DR,8714,1182.540832
UNDER REVIEW  328 UN,UN,99999,38.98212962
CANNINGTON LANE,LANE,15661,130.920083
FORESTVIEW WAY,WAY,15469,323.3214089
NORVISTA LANE,LANE,15727,262.7831677
AUBURN DR,DR,7001,789.226919
TAMARA DR,DR,8840,935.3736208
ROSEWAY CRT,CRT,8577,134.7620955
INLET CRT,CRT,16200,319.10631
STAGE COACH LANE,LANE,16204,296.9373487
PINEHURST WAY,WAY,16205,285.4538701
LEXINGTON CRT,CRT,15296,650.4911361
THOMPSON RUN,RUN,15301,1959.957477
CLUB HOUSE LANE,LANE,15302,907.2160404
ANNA LANE,LANE,15303,378.4417128
ROSEBANK LANE,LANE,15307,288.5524671
PORTLAND ESTATES BLVD WEST,WEST,6538,1046.687578
BLUE MOUNTAIN DR,DR,10155,294.0316996
PROSPECT RD,RD,10438,4197.57773
PROSPECT RD,RD,10440,5749.379457
PEGGYS COVE RD,RD,10441,2151.077317
PEGGYS COVE RD,RD,10442,2316.846856
PEGGYS COVE RD,RD,10443,3824.884516
WHYNDER LAKE RD,RD,16422,610.0325163
HURSHMAN DR,DR,16461,809.6541299
WHITBURY CRT,CRT,16462,188.466763
DUFFERIN PL,PL,15591,605.8738198
NOWLAN HEAD DR,DR,15592,2501.164744
VAN NORDEN CRES,CRES,15593,360.5798794
NOONAN DR,DR,15595,904.3277913
