Account ID,Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
318,LED Roadway Lighting Ltd,Advanced Manufacturing,P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
319,PitchPerfect Software Inc. operating as Proposify,ICT (includes Digital Media),Payroll Rebate,1057400,Halifax,Halifax Regional Municipality,B3J2A2,2018 - 2019,-63.573726,44.646512,POINT (-63.573726 44.646512)
320,Savormetrics Inc.,ICT (includes Digital Media),Payroll Rebate,619650,Halifax,Halifax Regional Municipality,B3J2X2,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
321,Monkedia LLC,ICT (includes Digital Media),Payroll Rebate,610350,Dartmouth,Halifax Regional Municipality,B2Y4J2,2018 - 2019,-63.552011,44.678941,POINT (-63.552011 44.678941)
322,Manulife Financial,Finance & Insurance,Payroll Rebate,0,Halifax,Halifax Regional Municipality,B3L4G6,2018 - 2019,-63.623007,44.643294,POINT (-63.623007 44.643294)
323,Dilytics,ICT (includes Digital Media),Payroll Rebate,0,Dartmouth,Halifax Regional Municipality,B3B1N1,2018 - 2019,-63.604559,44.709923,POINT (-63.604559 44.709923)
324,BeyondTrust Software Inc.,ICT (includes Digital Media),Payroll Rebate,3120563,Halifax,Halifax Regional Municipality,B3J3N4,2018 - 2019,-63.57347352,44.64895408,POINT (-63.57347352 44.64895408)
325,10380008 Canada Inc dba MobSquad,ICT (includes Digital Media),Payroll Rebate,2084800,Halifax,Halifax Regional Municipality,B3K5T8,2018 - 2019,-63.581038,44.652525,POINT (-63.581038 44.652525)
326,Sensor Technology Ltd,Oceans Technology,Project Management,0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
327,Accenture Canada,ICT (includes Digital Media),Project Management,0,Halifax,Halifax Regional Municipality,B3J3k5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
328,Propipe UK,Oceans Technology,Project Management,0,Halifax,Halifax Regional Municipality,B3J3N4,2018 - 2019,-63.57347352,44.64895408,POINT (-63.57347352 44.64895408)
329,Invisible Agents,ICT (includes Digital Media),Project Management,0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
330,Nova Innovation,Energy,Project Management,0,Halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
331,Adadem Import and Export,Business Services,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3N1B9,2018 - 2019,-63.620793,44.634023,POINT (-63.620793 44.634023)
332,Famolex Integrated Consult Limited,Business Services,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3M3Y7,2018 - 2019,-63.653935,44.66328,POINT (-63.653935 44.66328)
333,Globiz Innovation Inc.,Business Services,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3M1G9,2018 - 2019,-63.647579,44.654692,POINT (-63.647579 44.654692)
334,McInnes Cooper,Not Coded,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
335,GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
336,Institute for Big Data Analytics,Not Coded,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3H4R2,2018 - 2019,-63.59641358,44.63705044,POINT (-63.59641358 44.63705044)
337,Jasco Applied Sciences (Canada) Ltd,Oceans Technology,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1Z1,2018 - 2019,-63.584818,44.709741,POINT (-63.584818 44.709741)
338,Kraken Robotics Inc.,Aerospace & Defence,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1T3,2018 - 2019,-63.610623,44.703069,POINT (-63.610623 44.703069)
339,Metamaterial Technologies Inc,Advanced Manufacturing,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
340,MetOcean Telematics Limited,Oceans Technology,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
341,Modest Tree Media Inc,ICT (includes Digital Media),Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3K2R6,2018 - 2019,-63.613967,44.665253,POINT (-63.613967 44.665253)
342,Acadian Seaplants Limited / Les Algues Acadiennes Limitee,Life Sciences,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1X8,2018 - 2019,-63.596395,44.696321,POINT (-63.596395 44.696321)
343,Baie Run Pet Products Inc,Agri-food,Trade Mission (Incoming),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
344,GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Incoming),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
345,Mother Hubbard's Kitchens,Advanced Manufacturing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1T5,2018 - 2019,-63.581229,44.699529,POINT (-63.581229 44.699529)
346,Acoubit Communications,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
347,Marimetrics Technologies,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4A5,2018 - 2019,-63.556376,44.663211,POINT (-63.556376 44.663211)
348,Ocean Data Science,Transportation & Logistics,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H1W5,2018 - 2019,-63.586966,44.637694,POINT (-63.586966 44.637694)
349,ReelData,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
350,Wittaya Aqua,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
351,Geoforce Group Limited,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
352,GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
353,Jasco Applied Sciences (Canada) Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1Z1,2018 - 2019,-63.584818,44.709741,POINT (-63.584818 44.709741)
354,MacArtney Canada Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
355,MetOcean Telematics Limited,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
356,Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
357,Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
358,Natural Hues Inc,Agri-food,Trade Mission (Outgoing),0,Halifax,Colchester,B3L2H5,2018 - 2019,-63.615373,44.645626,POINT (-63.615373 44.645626)
359,JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
360,Ashored Innovations,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Colchester,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
361,Baie Run Pet Products Inc,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
362,Chelation Partners Incorporated,Life Sciences,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
363,2 Crows Brewing Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
364,Compass Distillers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4C4,2018 - 2019,-63.592367,44.654497,POINT (-63.592367 44.654497)
365,The Propeller Brewing Company,Agri-food,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1B6,2018 - 2019,-63.602778,44.696904,POINT (-63.602778 44.696904)
366,WarrierTech Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H1Y1,2018 - 2019,-63.5849,44.640901,POINT (-63.5849 44.640901)
367,GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
368,Kraken Robotics Inc.,Aerospace & Defence,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1T3,2018 - 2019,-63.610623,44.703069,POINT (-63.610623 44.703069)
369,McInnes Cooper,Not Coded,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
370,RIMOT.IO Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
371,Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
372,Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
373,Atlantic Flight Attendant Academy,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3Y4,2018 - 2019,-63.593557,44.632239,POINT (-63.593557 44.632239)
374,Easypass Immigration & Education Consulting Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3K3,2018 - 2019,-63.57813098,44.64335495,POINT (-63.57813098 44.64335495)
375,Fundy Drinks LTD,Agri-food,Trade Mission (Outgoing),0,Halifax,Kings,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
376,JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
377,Right Source Group Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1N4,2018 - 2019,-63.601486,44.713636,POINT (-63.601486 44.713636)
378,Rio Import & Export Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1W7,2018 - 2019,-63.60125,44.716433,POINT (-63.60125 44.716433)
379,Ocean Technology Council of Nova Scotia (OTCNS),Not Coded,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
380,Taste of Nova Scotia Quality Food,Business Services,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
381,Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
382,Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
383,Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
384,Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
385,Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
386,Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
387,Penny Doherty Literacy Consultants Incorporated,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H2J5,2018 - 2019,-63.592084,44.643695,POINT (-63.592084 44.643695)
388,Sassy Solutions Consulting Limited,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M3C8,2018 - 2019,-63.652605,44.657547,POINT (-63.652605 44.657547)
389,Uprise Consulting,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
390,Uprise Consulting,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
391,Haskapa,Agri-food,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1M3,2018 - 2019,-63.611768,44.703405,POINT (-63.611768 44.703405)
392,ITO Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
393,Atlantica Mechanical Contractors Inc,Advanced Manufacturing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1H5,2018 - 2019,-63.606634,44.701133,POINT (-63.606634 44.701133)
394,Biscay Seafoods Canada Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
395,Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
396,Stantec,Engineering & Professional,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3A0A4,2018 - 2019,-63.561484,44.689132,POINT (-63.561484 44.689132)
397,Dillon Consulting Ltd,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
398,TriNav Fisheries Consultants Inc,Business Services,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1N3,2018 - 2019,-63.592554,44.706327,POINT (-63.592554 44.706327)
399,Deep Vision Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
400,QRA Corp,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
401,Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
402,Deep Vision Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
403,Modest Tree Media Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K2R6,2018 - 2019,-63.613967,44.665253,POINT (-63.613967 44.665253)
404,Ocean Technology Council of Nova Scotia (OTCNS),Not Coded,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
405,QRA Corp,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
406,Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
407,Clockk.Com Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
408,Ethical Swag Inc,Business Services,Trade Mission (Outgoing),0,Dartmouth,Cape Breton,B2W6G2,2018 - 2019,-63.483946,44.690176,POINT (-63.483946 44.690176)
409,Side Door Access Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K1H1,2018 - 2019,-63.588243,44.6524635,POINT (-63.588243 44.6524635)
410,Spritely Technologies Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3S1E5,2018 - 2019,-63.665971,44.662523,POINT (-63.665971 44.662523)
411,Biscay Seafoods Canada Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
412,Breakers Fish Co Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
413,Golden Alliance Canada Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y3G8,2018 - 2019,-63.550996,44.679086,POINT (-63.550996 44.679086)
414,Rio Import & Export Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1W7,2018 - 2019,-63.60125,44.716433,POINT (-63.60125 44.716433)
415,West Fish Canada Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y2X5,2018 - 2019,-63.561974,44.670912,POINT (-63.561974 44.670912)
416,ITO Seafoods Ltd,Fish & Seafood Processing,Trade Show,0,Halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
417,EcoPilot Canada Inc.,Engineering & Professional,Trade Show,0,Halifax,Halifax Regional Municipality,B3J3L7,2018 - 2019,-63.575048,44.649083,POINT (-63.575048 44.649083)
